Dates,Date,Bitcoin_Volume,Bitcoin_Price,Bitcoin_Price_Close,Bitcoin_Price_Previous_Day_Open,Bitcoin_Price_One_Week_Prior_Open,Ethereum_Price,Doge_Price,Litecoin_Price,SP500,UST_1Y_Maturity,UST_10Y_Maturity,Crude_Oil,Gold,Copper,Corn,Singapore_Dollar,Euro,All_Twitter_Posts,Positive_Tweets,Negative_Tweet,Neutral_Tweets,Tweet_Average_Sentiment,News_Article_Count,News_Sentiment,Crypto_Global_Ranking,BTC_Price_Movement_DOD_UD,BTC_Price_Movement_DOD_10,BTC_Price_Movement_ID_UD,BTC_Price_Movement_ID_10
24-10-2021,14,27316183882.0,61368.34375,60930.83594,60694.62891,60887.65234,4087.903076,0.277047992,190.9056854,4559.286667,0.0014,0.0164,83.76,1803.3,4.542999904,5.38,1.348559976,1.164008856,946,365,111,471,0.082269701,1,0.038461538,91.0,Down,0,Down,0
25-10-2021,15,31064911614.0,60893.92578,63039.82422,61368.34375,61548.80469,4217.876953,0.264706999,195.2995605,4566.48,0.0014,0.0163,83.76,1806.8,4.551499844,5.38,1.347149968,1.161170483,1313,478,140,697,0.085135449,1,0.030769231,91.75,Up,1,Up,1
26-10-2021,16,34878965587.0,63032.76172,60363.79297,60893.92578,62043.16406,4131.102051,0.255732,197.4688721,4574.79,0.0012,0.0154,84.65,1793.4,4.486499786,5.435,1.347200036,1.159823656,1381,503,143,737,0.083112309,1,0.015384615,93.25,Up,1,Down,0
27-10-2021,17,43657076893.0,60352.0,58482.38672,63032.76172,64284.58594,3930.257324,0.237690002,179.3341217,4551.68,0.0015,0.0157,82.66,1798.8,4.387000084,5.5725,1.348899961,1.160012007,1341,484,140,717,0.092314529,1,0.0,94.75,Down,0,Down,0
28-10-2021,18,45257083247.0,58470.73047,60622.13672,60352.0,66002.23438,4287.318848,0.300446987,189.9776306,4596.42,0.0015,0.0155,82.81,1802.6,4.4375,5.6275,1.344089985,1.168360829,1316,485,128,703,0.087933177,1,0.066666667,96.25,Down,0,Up,1
29-10-2021,19,36856881767.0,60624.87109,62227.96484,58470.73047,62237.89063,4414.746582,0.287853003,196.3447113,4605.38,0.0015,0.0156,83.57,1783.9,4.375500202,5.6825,1.344626654,1.167742445,1037,401,96,540,0.089312501,1,0.2,97.75,Up,1,Up,1
30-10-2021,20,32157938616.0,62239.36328,61888.83203,60624.87109,60694.62891,4325.650391,0.268344998,190.4823456,4608.143333,0.0015,0.0157,83.57,1787.866667,4.375447549,5.6825,1.345699992,1.166505677,855,351,76,430,0.102368198,1,0.192756133,99.25,Up,1,Down,0
31-10-2021,21,32241199927.0,61850.48828,61318.95703,62239.36328,61368.34375,4288.074219,0.280243993,191.8163757,4610.906667,0.0015,0.0158,83.57,1791.833333,4.375394896,5.6825,1.34623666,1.165887293,1116,416,86,616,0.103508215,2,0.185512266,100.0,Up,1,Down,0
01-11-2021,22,32852737090.0,61320.44922,61004.40625,61850.48828,60893.92578,4244.384795,0.277376875,191.0875334,4613.67,0.0015,0.0156,84.05,1795.8,4.375342243,5.79,1.346773329,1.165268909,1238,472,136,631,0.098592304,2,0.178268398,99.41666667,Down,0,Down,0
02-11-2021,23,34075811416.0,60963.25391,63226.40234,61320.44922,63032.76172,4157.005946,0.27164264,189.6298487,4630.65,0.0017,0.016,83.91,1789.4,4.375236938,5.73,1.347846667,1.164032141,1376,494,123,759,0.087583005,3,0.163780664,98.25,Down,0,Up,1
03-11-2021,24,35298885742.0,63254.33594,62970.04688,60963.25391,60352.0,4069.627097,0.265908405,188.172164,4660.57,0.0014,0.0153,80.86,1763.9,4.375131632,5.64,1.348920005,1.162795373,1277,464,151,662,0.075136919,4,0.149292929,97.08333333,Up,1,Down,0
04-11-2021,25,36521960068.0,62941.80469,61452.23047,63254.33594,58470.73047,3982.248248,0.26017417,186.7144793,4680.06,0.0014,0.0145,78.81,1793.5,4.375026326,5.5925,1.349993342,1.161558605,1316,539,160,617,0.098395529,5,0.134805195,95.91666667,Up,1,Down,0
05-11-2021,26,37745034394.0,61460.07813,61125.67578,62941.80469,60624.87109,3894.869399,0.254439935,185.2567946,4697.53,0.0015,0.0147,81.27,1816.8,4.374921021,5.53,1.35106668,1.160321837,1177,486,122,569,0.09029003,6,0.12031746,94.75,Down,0,Down,0
06-11-2021,27,38968108720.0,61068.875,61527.48047,61460.07813,62239.36328,3807.49055,0.2487057,183.7991099,4698.92,0.0015,0.0149,81.27,1820.533333,4.374815715,5.53,1.352140018,1.159085069,944,336,103,507,0.08249305,7,0.105829726,93.58333333,Down,0,Up,1
07-11-2021,28,39579645883.0,61554.92188,63326.98828,61068.875,61850.48828,3763.801126,0.245838583,183.0702676,4700.31,0.0016,0.0151,81.27,1824.266667,4.374763062,5.53,1.352676687,1.158466685,1083,353,111,619,0.06968174,7,0.098585859,93.0,Up,1,Up,1
08-11-2021,29,40191183046.0,63344.06641,67566.82813,61554.92188,61320.44922,3720.111702,0.242971465,182.3414253,4701.7,0.0014,0.0146,80.74,1828.0,4.374710409,5.515,1.353213356,1.157848301,2125,786,165,1174,0.08244531,7,0.091341991,92.41666667,Up,1,Up,1
09-11-2021,30,41414257372.0,67549.73438,66971.82813,63344.06641,60963.25391,3632.732853,0.23723723,180.8837406,4685.25,0.0017,0.0156,82.56,1830.8,4.374605104,5.5475,1.354286693,1.156611533,1885,676,205,1004,0.074763493,8,0.076854257,91.25,Up,1,Down,0
10-11-2021,31,42637331698.0,66953.33594,64995.23047,67549.73438,63254.33594,3545.354004,0.231502995,179.4260559,4646.71,0.0017,0.0157,80.06,1848.3,4.374499798,5.7875,1.355360031,1.155374765,1846,668,207,971,0.074082008,9,0.062366522,90.08333333,Up,1,Down,0
11-11-2021,32,35880633236.0,64978.89063,64949.96094,66953.33594,62941.80469,4730.384277,0.26116699,263.0867004,4649.27,0.0017,0.0158,80.42,1863.9,4.404500008,5.78,1.352540016,1.148593545,1275,511,135,630,0.088535755,10,0.047878788,88.91666667,Down,0,Down,0
12-11-2021,33,25775869261.0,64863.98047,64155.94141,64978.89063,61460.07813,4084.452393,0.169018999,158.0419159,4682.85,0.0017,0.016,79.69,1868.5,4.405000019,5.85,1.352436018,1.147707796,1453,500,196,758,0.072313271,1,0.085714286,87.75,Down,0,Down,0
13-11-2021,34,30474228777.0,64158.12109,64469.52734,64863.98047,61068.875,4651.460449,0.261705995,258.0932007,4682.833333,0.0018,0.0161,79.69,1867.866667,4.406000042,5.85,1.352228021,1.145936299,1185,441,133,611,0.076723954,1,0.0,86.58333333,Down,0,Up,1
14-11-2021,35,25122092191.0,64455.37109,65466.83984,64158.12109,61554.92188,4626.358887,0.262912005,278.0075073,4682.816667,0.0018,0.0163,79.69,1867.233333,4.406500054,5.85,1.352124023,1.14505055,1390,495,140,755,0.084478809,1,0.291666667,86.0,Down,0,Up,1
15-11-2021,36,30558763548.0,65521.28906,63557.87109,64455.37109,63344.06641,4557.503906,0.256529003,262.7633972,4682.8,0.0017,0.0163,79.75,1866.6,4.407000065,5.84,1.352020025,1.144164801,1537,557,146,835,0.08884883,10,0.061097763,86.5,Up,1,Down,0
16-11-2021,37,46844335592.0,63721.19531,60161.24609,65521.28906,67549.73438,4216.365234,0.237249002,230.5994263,4700.9,0.0018,0.016,79.74,1854.1,4.358500004,5.775,1.353889942,1.13664782,1757,585,190,982,0.075488413,7,0.041414141,87.5,Down,0,Down,0
17-11-2021,38,39178392930.0,60139.62109,60368.01172,63721.19531,66953.33594,4287.59375,0.237487003,229.5041046,4688.67,0.0018,0.0159,77.55,1870.2,4.272999763,5.815,1.356389999,1.132118225,827,301,92,434,0.080856179,11,0.127272727,88.5,Down,0,Up,1
18-11-2021,39,41388338699.0,60360.13672,56942.13672,60139.62109,64978.89063,4000.650879,0.221383005,204.4229126,4704.54,0.0018,0.0154,78.41,1861.4,4.309999943,5.7925,1.355530024,1.132118225,1573,532,186,856,0.078378367,11,0.106439394,89.5,Down,0,Down,0
19-11-2021,40,38702407772.0,56896.12891,58119.57813,60360.13672,64863.98047,4298.306641,0.233109996,218.1385803,4697.96,0.0019,0.0157,75.94,1851.6,4.408500195,5.77,1.356469989,1.136841536,1558,501,185,876,0.074032304,10,0.157040043,90.5,Down,0,Up,1
20-11-2021,41,30624264863.0,58115.08203,59697.19531,56896.12891,64158.12109,4409.931152,0.233024001,227.0796051,4692.953333,0.0019,0.016,75.94,1836.5,4.404166858,5.77,1.358376662,1.133752267,1179,378,113,689,0.07949749,1,0.0875,91.5,Down,0,Up,1
21-11-2021,42,26123447605.0,59730.50781,58730.47656,58115.08203,64455.37109,4269.73291,0.226328,221.7719421,4687.946667,0.002,0.0163,75.94,1821.4,4.39983352,5.77,1.360283335,1.130662998,1646,517,136,994,0.067858639,5,0.080473034,92.0,Up,1,Down,0
22-11-2021,43,35036121783.0,58706.84766,56289.28906,59730.50781,65521.28906,4088.457764,0.219676003,209.15802,4682.94,0.0021,0.0167,76.75,1806.3,4.395500183,5.8425,1.362190008,1.127573729,1516,511,155,850,0.076137512,9,0.073446068,91.09090909,Up,1,Down,0
23-11-2021,44,37485803899.0,56304.55469,57569.07422,58706.84766,63721.19531,4340.763672,0.226512,216.3889771,4690.7,0.0024,0.0164,78.5,1783.8,4.423500061,5.8825,1.364300013,1.12421453,1434,542,138,757,0.085894809,9,0.075925926,89.27272727,Down,0,Up,1
24-11-2021,45,36635566789.0,57565.85156,56280.42578,56304.55469,60139.62109,4239.981445,0.221825004,209.8065948,4701.46,0.0022,0.0156,78.39,1784.3,4.458000183,5.855,1.365749955,1.124492645,1195,438,144,614,0.077664138,10,0.169583333,87.45454545,Down,0,Down,0
25-11-2021,46,34284016248.0,57165.41797,57274.67969,57565.85156,60360.13672,4274.743164,0.216325998,215.6349792,4648.04,0.002,0.0148,78.39,1786.2,4.426000118,5.855,1.367900014,1.120297551,1117,407,104,607,0.098069863,9,0.139225589,85.63636364,Up,1,Up,1
26-11-2021,47,41810748221.0,58960.28516,53569.76563,57165.41797,56896.12891,4030.908936,0.200886995,194.874649,4594.62,0.002,0.0149,68.15,1788.1,4.281499863,5.9175,1.368530035,1.120963097,1495,488,178,829,0.071391516,8,0.012836851,84.72727273,Up,1,Down,0
27-11-2021,48,30560857714.0,53736.42969,54815.07813,58960.28516,58115.08203,4096.912109,0.205347002,195.1744232,4614.836667,0.0021,0.0151,68.15,1787.133333,4.299999873,5.9175,1.369016687,1.123748144,969,337,122,510,0.074472032,8,0.013419012,82.90909091,Down,0,Up,1
28-11-2021,49,28116886357.0,54813.02344,57248.45703,53736.42969,59730.50781,4294.453613,0.207471997,199.3542175,4635.053333,0.0021,0.0152,68.15,1786.166667,4.318499883,5.9175,1.369503339,1.12653319,1189,361,118,710,0.065027093,9,0.014001172,82.0,Down,0,Up,1
29-11-2021,50,32370840356.0,57291.90625,57806.56641,54813.02344,58706.84766,4445.10498,0.215175003,205.8702087,4655.27,0.0024,0.0143,69.95,1785.2,4.336999893,5.8225,1.369989991,1.129318237,740,303,88,349,0.094700398,9,0.014583333,81.16666667,Up,1,Up,1
30-11-2021,51,36708594618.0,57830.11328,57005.42578,57291.90625,56304.55469,4631.479004,0.214715004,208.0145416,4567.0,0.0025,0.0143,66.18,1776.5,4.277999878,5.675,1.368360043,1.129343748,1257,406,139,713,0.072453425,11,0.019832251,79.5,Up,1,Down,0
01-12-2021,52,36965957226.0,56907.96484,57229.82813,57830.11328,57565.85156,4564.484547,0.215393063,205.9429662,4513.04,0.0027,0.0144,65.57,1784.3,4.280999885,5.715,1.367707688,1.130758973,1309,467,147,695,0.08493977,10,0.027856825,77.83333333,Down,0,Up,1
02-12-2021,53,37480682441.0,57217.37109,56477.81641,56907.96484,57165.41797,4430.495634,0.216749181,201.7998154,4577.1,0.0026,0.0135,66.5,1762.7,4.286999899,5.7675,1.366402977,1.133589422,1157,418,145,594,0.071842695,9,0.043905971,76.16666667,Down,0,Down,0
03-12-2021,54,37995407657.0,56509.16406,53598.24609,57217.37109,58960.28516,4296.506721,0.218105299,197.6566647,4538.43,0.0027,0.0138,66.26,1783.9,4.292999913,5.84,1.365098266,1.136419871,1403,452,162,791,0.073093185,8,0.059955118,74.5,Down,0,Down,0
04-12-2021,55,38510132872.0,53727.87891,49200.70313,56509.16406,53736.42969,4162.517808,0.219461417,193.5135139,4556.176667,0.0027,0.014,66.26,1782.433333,4.298999927,5.84,1.363793556,1.139250321,2327,584,276,1467,0.046185391,7,0.076004265,72.83333333,Down,0,Down,0
05-12-2021,56,38767495480.0,49201.51953,49368.84766,53727.87891,54813.02344,4095.523351,0.220139476,191.4419385,4573.923333,0.0028,0.0143,66.26,1780.966667,4.301999934,5.84,1.3631412,1.140665545,1141,360,145,637,0.058168536,6,0.084028839,72.0,Down,0,Up,1
06-12-2021,57,39024858087.0,49413.48047,50582.625,49201.51953,57291.90625,4028.528895,0.220817534,189.3703631,4591.67,0.0031,0.0148,69.49,1779.5,4.30499994,5.835,1.362488845,1.14208077,1625,593,195,837,0.081927297,6,0.092053412,71.16666667,Down,0,Up,1
07-12-2021,58,39539583303.0,50581.82813,50700.08594,49413.48047,57830.11328,3894.539982,0.222173652,185.2272123,4686.75,0.0029,0.0152,72.05,1784.7,4.310999954,5.86,1.361184134,1.144911219,1370,497,148,725,0.075669897,5,0.108102559,69.5,Up,1,Up,1
08-12-2021,59,40054308518.0,50667.64844,50504.79688,50581.82813,56907.96484,3760.551068,0.22352977,181.0840616,4701.21,0.0028,0.0149,72.36,1785.5,4.316999968,5.8725,1.359879423,1.147741668,1211,421,142,648,0.077631194,3,0.124151706,67.83333333,Up,1,Down,0
09-12-2021,60,40569033734.0,50450.08203,47672.12109,50667.64844,57217.37109,3626.562155,0.224885888,176.9409108,4667.45,0.0027,0.0148,70.79,1776.7,4.322999982,5.9175,1.358574713,1.150572118,1291,449,148,694,0.073747789,2,0.140200853,66.16666667,Down,0,Down,0
10-12-2021,61,41083758949.0,47642.14453,47243.30469,50450.08203,56509.16406,3492.573242,0.226242006,172.79776,4712.02,0.0027,0.0146,71.48,1784.8,4.328999996,5.9,1.357270002,1.153402567,1229,421,147,662,0.069812703,1,0.15625,64.5,Down,0,Down,0
11-12-2021,62,36084893887.0,47264.63281,49362.50781,47642.14453,53727.87891,4667.115234,0.259413987,251.5583649,4697.67,0.0027,0.0144,71.48,1785.966667,4.455500126,5.9,1.354210019,1.145081878,957,332,128,497,0.074508732,10,0.144196429,62.83333333,Down,0,Up,1
12-12-2021,63,21939223599.0,49354.85547,50098.33594,47264.63281,49201.51953,4134.453125,0.169891,159.2039642,4683.32,0.0027,0.0142,71.48,1787.133333,4.367750168,5.9,1.359130025,1.138132632,1098,359,118,621,0.071473182,11,0.11893017,62.0,Up,1,Up,1
13-12-2021,64,32166727776.0,50114.74219,46737.48047,49354.85547,49413.48047,3784.226807,0.157564998,144.5359039,4668.97,0.0026,0.0144,71.06,1788.3,4.28000021,5.85,1.364050031,1.131183386,1356,415,171,770,0.060147317,11,0.093663912,61.75,Up,1,Down,0
14-12-2021,65,34638619079.0,46709.82422,46612.63281,50114.74219,50581.82813,3745.44043,0.180157006,146.0780029,4634.09,0.0029,0.0147,70.52,1772.3,4.254000187,5.9025,1.368039966,1.128540754,1280,437,166,678,0.063947272,11,-0.021742424,61.25,Down,0,Down,0
15-12-2021,66,36541828520.0,48379.75391,48896.72266,46709.82422,50667.64844,4018.388672,0.181081995,153.5154114,4709.85,0.0026,0.0144,70.66,1764.5,4.179500103,5.8575,1.370010018,1.12612617,1246,406,133,708,0.068296407,6,0.008333333,60.75,Down,0,Up,1
16-12-2021,67,27268150947.0,48900.46484,47665.42578,48379.75391,50450.08203,3962.469727,0.173454002,148.9417267,4668.67,0.0027,0.0141,72.15,1798.2,4.300499916,5.9125,1.365779996,1.129075885,1067,383,118,566,0.079080987,9,0.088796296,60.25,Up,1,Down,0
17-12-2021,68,32902725329.0,47653.73047,46202.14453,48900.46484,47642.14453,3879.486572,0.169009998,144.3384094,4620.64,0.0027,0.0142,70.72,1804.9,4.290999889,5.9325,1.363240004,1.133414149,1115,370,141,604,0.064285324,9,-0.00513468,59.75,Down,0,Down,0
18-12-2021,69,26098292690.0,46219.25391,46848.77734,47653.73047,47264.63281,3960.860107,0.172399998,148.8014069,4603.1,0.0027,0.0142,70.72,1801.466667,4.289999962,5.9325,1.364429991,1.130393942,868,293,96,480,0.067431447,2,0.1125,59.25,Down,0,Up,1
19-12-2021,70,25154053861.0,46853.86719,46707.01563,46219.25391,49354.85547,3922.592529,0.169576004,153.0776367,4585.56,0.0027,0.0143,70.72,1798.033333,4.289000034,5.9325,1.365619977,1.127373735,871,280,101,490,0.066889965,4,0.116314935,59.0,Down,0,Down,0
20-12-2021,71,30961902129.0,46707.0625,46880.27734,46853.86719,50114.74219,3933.844482,0.167321995,152.6286774,4568.02,0.0029,0.0148,68.61,1794.6,4.288000107,5.91,1.366809964,1.124353528,1181,407,136,638,0.066027627,5,0.12012987,59.36363636,Up,1,Up,1
21-12-2021,72,27055803928.0,46886.07813,48936.61328,46707.0625,46709.82422,4020.26001,0.171175003,154.9270935,4649.23,0.0028,0.0146,71.12,1788.7,4.337999821,5.9825,1.367140055,1.127751708,1454,502,135,817,0.082085958,5,0.027272727,60.09090909,Up,1,Up,1
22-12-2021,73,24447979559.0,48937.09766,48628.51172,46886.07813,48379.75391,3982.099609,0.173214003,155.4674988,4696.56,0.0031,0.015,72.76,1802.2,4.389500141,6.025,1.363960028,1.128757358,1102,369,137,596,0.075038779,8,0.063715278,60.81818182,Up,1,Down,0
23-12-2021,74,28223878108.0,48626.34375,50784.53906,48937.09766,48900.46484,4108.015625,0.184489995,163.4494934,4725.79,0.0032,0.015,73.79,1811.7,4.387000084,6.0575,1.362050056,1.132887721,1372,440,137,796,0.076129106,9,0.000462963,61.54545455,Up,1,Up,1
24-12-2021,75,24367912228.0,50806.05078,50822.19531,48626.34375,47653.73047,4047.98291,0.186621994,161.4210358,4742.14,0.0032,0.0149,73.79,1810.975,4.406500101,6.0575,1.358299971,1.132733703,1047,344,96,607,0.085602318,7,0.028679654,62.27272727,Up,1,Up,1
25-12-2021,76,19030650914.0,50854.91797,50429.85938,50806.05078,46219.25391,4093.281006,0.190657005,157.7855988,4758.49,0.0033,0.0149,73.79,1810.25,4.426000119,6.0575,1.358093302,1.132631103,758,228,69,461,0.081326117,1,0.0,62.63636364,Up,1,Down,0
26-12-2021,77,20964372926.0,50428.69141,50809.51563,50854.91797,46853.86719,4067.328125,0.190019995,155.9923401,4774.84,0.0033,0.0148,73.79,1809.525,4.445500136,6.0575,1.357886632,1.132528504,856,265,75,517,0.069642029,5,0.005765993,63.0,Down,0,Up,1
27-12-2021,78,24324345758.0,50802.60938,50640.41797,50428.69141,46707.0625,4037.547607,0.187704995,155.8812256,4791.19,0.0039,0.0149,75.57,1808.8,4.465000153,6.1475,1.357679963,1.132425904,1062,374,130,559,0.064767072,9,0.011531987,61.70588235,Down,0,Down,0
28-12-2021,79,33430376883.0,50679.85938,47588.85547,50802.60938,46886.07813,3800.893066,0.174116999,145.8868713,4786.35,0.0038,0.0155,75.98,1810.9,4.420000076,6.0475,1.356060028,1.133003235,1113,376,126,612,0.073253014,7,-0.032837302,59.11764706,Up,1,Down,0
29-12-2021,80,30049226299.0,47623.87109,46444.71094,50679.85938,48937.09766,3628.531738,0.167765006,145.512619,4793.06,0.0038,0.0152,76.56,1805.8,4.40199995,6.055,1.354069948,1.131477714,1165,403,145,619,0.066563746,8,0.020951705,56.52941176,Down,0,Down,0
30-12-2021,81,26686491018.0,46490.60547,47178.125,47623.87109,48626.34375,3713.852051,0.171313003,148.2860107,4778.73,0.0039,0.0152,76.99,1814.1,4.384500027,5.96,1.350800037,1.136015058,1120,396,138,586,0.080629607,7,0.028571429,53.94117647,Down,0,Up,1
31-12-2021,82,36974172400.0,47169.37109,46306.44531,46490.60547,50806.05078,3682.632813,0.170496002,146.51474,4766.18,0.0039,0.0156,75.21,1828.6,4.454999924,5.9325,1.351909995,1.132502794,1081,396,100,586,0.08777599,6,0.078703704,51.35294118,Down,0,Down,0
01-01-2022,83,24582667004.0,46311.74609,47686.8125,47169.37109,50854.91797,3769.697021,0.173034996,150.6974335,4776.306667,0.004,0.0159,75.21,1819.1,4.441999913,5.9325,1.351734996,1.127733708,923,352,108,463,0.08831997,4,0.241666667,48.76470588,Down,0,Up,1
02-01-2022,84,20288500328.0,47680.92578,47345.21875,46311.74609,50428.69141,2792.117188,0.142630994,115.4020004,4786.433333,0.004,0.0163,75.21,1809.6,4.428999901,5.9325,1.351559997,1.122964621,1021,397,120,505,0.083138197,57,0.122988342,47.47058824,Up,1,Down,0
03-01-2022,85,32479047645.0,47343.54297,46458.11719,47680.92578,50802.60938,2972.485107,0.133938,112.5440445,4796.56,0.0038,0.0166,76.08,1800.1,4.586500168,5.8925,1.35529995,1.121591806,1552,659,144,749,0.126734281,46,0.090688876,46.17647059,Up,1,Down,0
04-01-2022,86,38162644287.0,46458.85156,45897.57422,47343.54297,50679.85938,3449.552246,0.141314998,124.8831787,4793.54,0.0041,0.0171,76.99,1814.6,4.682499886,6.095,1.364766638,1.098926703,1245,491,136,619,0.093750578,46,0.063672305,43.58823529,Down,0,Down,0
05-01-2022,87,27002760110.0,45899.35938,43569.00391,46458.85156,47623.87109,2827.756104,0.132772997,99.43577576,4700.58,0.0045,0.0173,77.85,1825.1,4.564999899,6.0225,1.383700013,1.053596497,1592,525,185,883,0.06170605,14,0.152777778,41.0,Down,0,Down,0
06-01-2022,88,41135817341.0,43565.51172,43160.92969,45899.35938,46490.60547,1823.569336,0.081055999,62.96781921,4696.05,0.0043,0.0176,79.46,1789.2,4.329999924,6.0375,1.374600053,1.065416574,1615,540,228,848,0.061392139,55,0.091193821,43.0,Down,0,Down,0
07-01-2022,89,30767551159.0,43153.57031,41557.90234,43565.51172,47169.37109,1059.767334,0.066174999,51.115242,4677.03,0.0044,0.0177,78.44,1797.4,3.618999958,6.0675,1.375133356,1.052322944,1533,472,188,873,0.061932935,55,0.039278073,47.0,Down,0,Down,0
08-01-2022,90,25849159141.0,41561.46484,41733.94141,43153.57031,46311.74609,1635.195801,0.068724997,59.53544617,4674.783333,0.0045,0.0177,78.44,1797.866667,3.552000046,6.0675,1.376199961,1.026135683,1286,387,157,742,0.060436993,42,0.090343207,51.0,Down,0,Up,1
09-01-2022,91,30182031010.0,41734.72656,41911.60156,41561.46484,47680.92578,1586.176758,0.062371999,57.52796936,4672.536667,0.0046,0.0178,78.44,1798.333333,3.414499998,6.0675,1.401540041,0.99523288,1070,323,127,621,0.061323382,42,0.040371759,53.0,Down,0,Up,1
10-01-2022,92,18719537670.0,41910.23047,41821.26172,41734.72656,47343.54297,1311.644409,0.060626999,52.90686798,4670.29,0.0046,0.0175,77.7,1798.8,3.446166674,5.9975,1.406053344,0.993032177,1583,523,196,864,0.063345577,17,0.009354575,55.0,Up,1,Down,0
11-01-2022,93,39819303159.0,41819.50781,42735.85547,41910.23047,46458.85156,1579.70459,0.142574996,55.12718964,4713.07,0.0048,0.0174,80.67,1818.5,3.509500027,6.01,1.415079951,0.988630772,1422,490,138,795,0.074007864,46,0.131041314,59.0,Up,1,Up,1
12-01-2022,94,22895392882.0,42742.17969,43949.10156,41819.50781,45899.35938,1276.273926,0.101584002,77.51800537,4726.35,0.0047,0.017,82.02,1827.3,3.813999891,5.99,1.359300017,1.042535424,1373,462,127,784,0.079615054,48,0.054213113,63.0,Up,1,Up,1
