Dates,S&P 500 (^SPX) - Index Value,US Treasure 10Y Maturity,Crude Oil - Light (NYMEX) Historical Pricing,Gold (COMEX:^GC) - Day Close Price,Corn Price Per Bushel,US Treasure 1Y Maturity,twitter_total_posts,positive_tweets,negative_tweets,neutral_tweets,tweet_sentiment,news_text_count,news_sentiment,Crypto Global Ranking,DJI,NASDAQ,VIX,Open,DOGE,COPPER,BTC_VOLUME,ETH,LTC,SJD,EUR
2021-11-05,4697.53,1.47,81.27,1816.8,5.53,0.14666666666666667,1177.0,486.0,122.0,569.0,0.0902900295332385,5.714285714285714,0.12031746031746023,94.75,35601.98046875,16057.4404296875,17.90999984741211,61460.07813,0.2544399352352941,4.374921020736842,37745034394.0,3894.8693992941176,185.25679462941176,1.3510666801428572,1.160321837
2021-11-06,4698.92,1.49,81.27,1820.5333333333333,5.53,0.15333333333333335,944.0,336.0,103.0,507.0,0.0824930498627166,6.571428571428571,0.10582972582972575,93.58333333333333,35619.25,15854.759765625,19.170000076293945,61068.875,0.2487057001764706,4.374815715052632,38968108720.0,3807.490550470588,183.7991099470588,1.352140017857143,1.1590850689999999
2021-11-07,4700.3099999999995,1.51,81.27,1824.2666666666667,5.53,0.16,1083.0,353.0,111.0,619.0,0.0696817396875251,7.0,0.0985858585858585,93.0,35813.80078125,15775.1396484375,19.3799991607666,61554.92188,0.24583858264705882,4.374763062210526,39579645883.0,3763.8011260588237,183.07026760588235,1.3526766867142856,1.158466685
2021-11-08,4701.7,1.46,80.74,1828.0,5.515,0.14,2125.0,786.0,165.0,1174.0,0.0824453096440426,7.428571428571428,0.09134199134199127,92.41666666666667,35804.37890625,15845.23046875,18.57999992370605,63344.06641,0.24297146511764706,4.374710409368421,40191183046.0,3720.111701647059,182.3414252647059,1.3532133555714285,1.157848301
2021-11-09,4685.25,1.56,82.56,1830.8,5.5475,0.17,1885.0,676.0,205.0,1004.0,0.0747634930623339,8.285714285714285,0.07685425685425677,91.25,34899.33984375,15491.66015625,28.6200008392334,67549.73438,0.23723723005882352,4.374605103684211,41414257372.0,3632.7328528235294,180.88374058235294,1.3542866932857143,1.156611533
2021-11-10,4646.71,1.57,80.06,1848.3,5.7875,0.17,1846.0,668.0,207.0,971.0,0.0740820083113584,9.142857142857142,0.06236652236652229,90.08333333333333,35135.94140625,15782.830078125,22.959999084472656,66953.33594,0.231502995,4.374499798,42637331698.0,3545.354004,179.4260559,1.355360031,1.155374765
2021-11-11,4649.27,1.58,80.42,1863.9,5.78,0.17,1275.0,511.0,135.0,630.0,0.0885357553806564,10.0,0.0478787878787878,88.91666666666667,34483.71875,15537.6904296875,27.190000534057617,64978.89063,0.26116699,4.404500008,35880633236.0,4730.384277,263.0867004,1.352540016,1.148593545
2021-11-12,4682.85,1.5966666666666667,79.69,1868.5,5.85,0.17333333333333334,1453.0,500.0,196.0,758.0,0.0723132706816909,1.0,0.0857142857142857,87.75,34022.0390625,15254.0498046875,31.1200008392334,64863.98047,0.169018999,4.4050000194,25775869261.0,4084.452393,158.0419159,1.3524360178000001,1.1477077962
2021-11-13,4682.833333333334,1.6133333333333333,79.69,1867.8666666666666,5.85,0.17666666666666667,1185.0,441.0,133.0,611.0,0.0767239538193539,1.0,0.0,86.58333333333333,34639.7890625,15381.3203125,27.950000762939453,64158.12109,0.261705995,4.4060000422000005,30474228777.0,4651.460449,258.0932007,1.3522280214,1.1459362986000001
2021-11-14,4682.816666666667,1.63,79.69,1867.2333333333333,5.85,0.18,1390.0,495.0,140.0,755.0,0.0844788093165426,1.0,0.2916666666666667,86.0,34580.078125,15085.4697265625,30.670000076293945,64455.37109,0.262912005,4.4065000536,25122092191.0,4626.358887,278.0075073,1.3521240232,1.1450505498
2021-11-15,4682.8,1.63,79.75,1866.6,5.84,0.17,1537.0,557.0,146.0,835.0,0.0888488304503015,10.0,0.0610977633477633,86.5,35227.03125,15225.150390625,27.18000030517578,65521.28906,0.256529003,4.407000065,30558763548.0,4557.503906,262.7633972,1.352020025,1.144164801
2021-11-16,4700.9,1.6,79.74,1854.1,5.775,0.18,1757.0,585.0,190.0,982.0,0.0754884134575166,7.0,0.0414141414141414,87.5,35719.4296875,15686.919921875,21.88999938964844,63721.19531,0.237249002,4.358500004,46844335592.0,4216.365234,230.5994263,1.353889942,1.13664782
2021-11-17,4688.67,1.59,77.55,1870.2,5.815,0.18,827.0,301.0,92.0,434.0,0.0808561791398799,11.0,0.1272727272727272,88.5,35754.75,15786.990234375,19.899999618530277,60139.62109,0.237487003,4.272999763,39178392930.0,4287.59375,229.5041046,1.356389999,1.132118225
2021-11-18,4704.54,1.54,78.41,1861.4,5.7925,0.18,1573.0,532.0,186.0,856.0,0.078378366621378,11.0,0.1064393939393939,89.5,35754.69140625,15517.3701171875,21.57999992370605,60360.13672,0.221383005,4.309999943,41388338699.0,4000.650879,204.4229126,1.355530024,1.132118225
2021-11-19,4697.96,1.57,75.94,1851.6,5.77,0.18666666666666668,1558.0,501.0,185.0,876.0,0.0740323036809042,10.0,0.1570400432900432,90.5,35970.98828125,15630.599609375,18.690000534057617,56896.12891,0.233109996,4.408500195,38702407772.0,4298.306641,218.1385803,1.356469989,1.136841536
2021-11-20,4692.953333333333,1.5999999999999999,75.94,1836.5,5.77,0.19333333333333333,1179.0,378.0,113.0,689.0,0.0794974903613097,1.0,0.0875,91.5,35650.94921875,15413.2802734375,20.309999465942383,58115.08203,0.233024001,4.404166857666667,30624264863.0,4409.931152,227.0796051,1.358376662,1.133752267
2021-11-21,4687.946666666667,1.63,75.94,1821.3999999999999,5.77,0.2,1646.0,517.0,136.0,994.0,0.0678586389777408,5.0,0.0804730339105339,92.0,35544.1796875,15237.6396484375,21.88999938964844,59730.50781,0.226328,4.399833520333334,26123447605.0,4269.73291,221.7719421,1.360283335,1.130662998
2021-11-22,4682.94,1.67,76.75,1806.3,5.8425,0.21,1516.0,511.0,155.0,850.0,0.0761375124435878,9.0,0.0734460678210678,91.0909090909091,35927.4296875,15565.580078125,19.290000915527344,58706.84766,0.219676003,4.395500183,35036121783.0,4088.457764,209.15802,1.362190008,1.127573729
2021-11-23,4690.7,1.64,78.5,1783.8,5.8825,0.24,1434.0,542.0,138.0,757.0,0.0858948088982168,9.0,0.0759259259259259,89.27272727272727,35897.640625,15180.4296875,20.56999969482422,56304.55469,0.226512,4.423500061,37485803899.0,4340.763672,216.3889771,1.364300013,1.12421453
2021-11-24,4701.46,1.56,78.39,1784.3,5.855,0.22,1195.0,438.0,144.0,614.0,0.0776641378815563,10.0,0.1695833333333333,87.45454545454545,35365.44140625,15169.6796875,21.56999969482422,57565.85156,0.221825004,4.458000183,36635566789.0,4239.981445,209.8065948,1.365749955,1.124492645
2021-11-25,4648.04,1.48,78.39,1786.1999999999998,5.855,0.2,1117.0,407.0,104.0,607.0,0.0980698632916241,9.0,0.1392255892255892,85.63636363636364,34932.16015625,14980.9404296875,22.8700008392334,57165.41797,0.216325998,4.426000118,34284016248.0,4274.743164,215.6349792,1.367900014,1.120297551
2021-11-26,4594.62,1.4933333333333334,68.15,1788.1,5.9175,0.20333333333333334,1495.0,488.0,178.0,829.0,0.0713915163726887,8.0,0.0128368506493506,84.72727272727273,35492.69921875,15341.08984375,21.01000022888184,58960.28516,0.200886995,4.281499863,41810748221.0,4030.908936,194.874649,1.368530035,1.120963097
2021-11-27,4614.836666666667,1.5066666666666666,68.15,1787.1333333333332,5.9175,0.20666666666666667,969.0,337.0,122.0,510.0,0.0744720322782666,8.333333333333334,0.0134190115440115,82.9090909090909,35753.890625,15521.8896484375,18.6299991607666,53736.42969,0.205347002,4.299999873,30560857714.0,4096.912109,195.1744232,1.369016687,1.1237481436666665
2021-11-28,4635.053333333333,1.52,68.15,1786.1666666666667,5.9175,0.21,1189.0,361.0,118.0,710.0,0.0650270925763686,8.666666666666666,0.0140011724386724,82.0,35950.55859375,15653.3701171875,17.959999084472656,54813.02344,0.207471997,4.318499882999999,28116886357.0,4294.453613,199.3542175,1.369503339,1.1265331903333333
2021-11-29,4655.27,1.43,69.95,1785.2,5.8225,0.24,740.0,303.0,88.0,349.0,0.0947003978788972,9.0,0.0145833333333333,81.16666666666667,36302.37890625,15871.259765625,17.68000030517578,57291.90625,0.215175003,4.336999893,32370840356.0,4445.10498,205.8702087,1.369989991,1.129318237
2021-11-30,4567.0,1.43,66.18,1776.5,5.675,0.25,1257.0,406.0,139.0,713.0,0.0724534248096704,11.0,0.019832251082251,79.5,36398.2109375,15781.7197265625,17.540000915527344,57830.11328,0.214715004,4.277999878,36708594618.0,4631.479004,208.0145416,1.368360043,1.129343748
2021-12-01,4513.04,1.44,65.57,1784.3,5.715,0.27,1309.0,467.0,147.0,695.0,0.0849397702728195,10.411764705882353,0.02785682454800094,77.83333333333333,36488.62890625,15766.2197265625,16.950000762939453,56907.96484,0.21539306294117647,4.280999884941177,36965957225.70588,4564.484547411765,205.9429662117647,1.3677076876470589,1.1307589726470588
2021-12-02,4577.1,1.35,66.5,1762.7,5.7675,0.26,1157.0,418.0,145.0,594.0,0.0718426952672428,9.235294117647058,0.04390597147950082,76.16666666666667,36398.078125,15741.5595703125,17.329999923706055,57217.37109,0.2167491808235294,4.286999898823529,37480682441.117645,4430.495634235294,201.79981543529414,1.3664029769411765,1.1335894219411764
2021-12-03,4538.43,1.3766666666666667,66.26,1783.9,5.84,0.26666666666666666,1403.0,452.0,162.0,791.0,0.0730931851625809,8.058823529411764,0.0599551184110007,74.5,36338.30078125,15644.9697265625,17.219999313354492,56509.16406,0.21810529870588236,4.292999912705882,37995407656.52941,4296.506721058823,197.65666465882353,1.3650982662352942,1.1364198712352942
2021-12-04,4556.176666666667,1.4033333333333333,66.26,1782.4333333333334,5.84,0.2733333333333334,2327.0,584.0,276.0,1467.0,0.0461853908240226,6.88235294117647,0.07600426534250058,72.83333333333333,36585.05859375,15832.7998046875,16.600000381469727,53727.87891,0.2194614165882353,4.298999926588236,38510132871.94118,4162.517807882353,193.51351388235295,1.3637935555294118,1.1392503205294118
2021-12-05,4573.923333333333,1.43,66.26,1780.9666666666667,5.84,0.28,1141.0,360.0,145.0,637.0,0.0581685356284839,6.294117647058823,0.08402883880825052,72.0,36799.6484375,15622.7197265625,16.90999984741211,49201.51953,0.22013947552941177,4.301999933529412,38767495479.64706,4095.5233512941177,191.44193849411766,1.3631412001764707,1.1406655451764707
2021-12-06,4591.67,1.48,69.49,1779.5,5.835,0.31,1625.0,593.0,195.0,837.0,0.0819272974877305,5.705882352941177,0.09205341227400046,71.16666666666667,36407.109375,15100.169921875,19.729999542236328,49413.48047,0.22081753447058822,4.304999940470588,39024858087.35294,4028.5288947058825,189.37036310588235,1.3624888448235293,1.1420807698235294
2021-12-07,4686.75,1.52,72.05,1784.7,5.86,0.29,1370.0,497.0,148.0,725.0,0.0756698965931434,4.529411764705882,0.10810255920550035,69.5,36236.46875,15080.8603515625,19.61000061035156,50581.82813,0.22217365235294118,4.310999954352941,39539583302.76471,3894.5399815294118,185.22721232941177,1.361184134117647,1.1449112191176471
2021-12-08,4701.21,1.49,72.36,1785.5,5.8725,0.28,1211.0,421.0,142.0,648.0,0.0776311942035804,3.352941176470588,0.12415170613700022,67.83333333333333,36231.66015625,14935.900390625,18.76000022888184,50667.64844,0.2235297702352941,4.316999968235295,40054308518.17647,3760.551068352941,181.0840615529412,1.3598794234117646,1.1477416684117647
2021-12-09,4667.45,1.48,70.79,1776.7,5.9175,0.27,1291.0,449.0,148.0,694.0,0.0737477893037657,2.1764705882352935,0.1402008530685001,66.16666666666667,36068.87109375,14942.830078125,19.399999618530277,50450.08203,0.22488588811764706,4.322999982117647,40569033733.588234,3626.5621551764707,176.9409107764706,1.3585747127058823,1.1505721177058825
2021-12-10,4712.02,1.46,71.48,1784.8,5.9,0.27,1229.0,421.0,147.0,662.0,0.0698127030166192,1.0,0.15625,64.5,36252.01953125,15153.4501953125,18.40999984741211,47642.14453,0.226242006,4.328999996,41083758949.0,3492.573242,172.79776,1.357270002,1.153402567
2021-12-11,4697.67,1.44,71.48,1785.9666666666667,5.9,0.27,957.0,332.0,128.0,497.0,0.074508732274108,10.0,0.1441964285714286,62.83333333333333,36290.3203125,15188.3896484375,17.6200008392334,47264.63281,0.259413987,4.455500126,36084893887.0,4667.115234,251.5583649,1.354210019,1.145081878
2021-12-12,4683.320000000001,1.42,71.48,1787.1333333333332,5.9,0.27,1098.0,359.0,118.0,621.0,0.0714731819115845,10.5,0.1189301702085793,62.0,36113.62109375,14806.8095703125,20.309999465942383,49354.85547,0.169891,4.367750168,21939223599.0,4134.453125,159.2039642,1.359130025,1.138132632
2021-12-13,4668.97,1.44,71.06,1788.3,5.85,0.26,1356.0,415.0,171.0,770.0,0.0601473165070404,11.0,0.09366391184573,61.75,35911.80859375,14893.75,19.190000534057617,50114.74219,0.157564998,4.28000021,32166727776.0,3784.226807,144.5359039,1.364050031,1.131183386
2021-12-14,4634.09,1.47,70.52,1772.3,5.9025,0.29,1280.0,437.0,166.0,678.0,0.0639472715707172,11.0,-0.0217424242424242,61.25,35368.46875,14506.900390625,22.790000915527344,46709.82422,0.180157006,4.254000187,34638619079.0,3745.44043,146.0780029,1.368039966,1.128540754
2021-12-15,4709.85,1.44,70.66,1764.5,5.8575,0.26,1246.0,406.0,133.0,708.0,0.0682964067376427,6.0,0.0083333333333333,60.75,35028.6484375,14340.259765625,23.850000381469727,48379.75391,0.181081995,4.179500103,36541828520.0,4018.388672,153.5154114,1.370010018,1.12612617
2021-12-16,4668.67,1.41,72.15,1798.2,5.9125,0.27,1067.0,383.0,118.0,566.0,0.0790809870664823,9.0,0.0887962962962963,60.25,34715.390625,14154.01953125,25.59000015258789,48900.46484,0.173454002,4.300499916,27268150947.0,3962.469727,148.9417267,1.365779996,1.129075885
2021-12-17,4620.64,1.4166666666666665,70.72,1804.9,5.9325,0.27,1115.0,370.0,141.0,604.0,0.0642853235986457,9.0,-0.0051346801346801,59.75,34265.37109375,13768.919921875,28.850000381469727,47653.73047,0.169009998,4.290999889,32902725329.0,3879.486572,144.3384094,1.363240004,1.133414149
2021-12-18,4603.1,1.4233333333333333,70.72,1801.4666666666667,5.9325,0.27,868.0,293.0,96.0,480.0,0.0674314466104127,2.0,0.1125,59.25,34364.5,13855.1298828125,29.899999618530277,46219.25391,0.172399998,4.289999961666667,26098292690.0,3960.860107,148.8014069,1.3644299906666666,1.130393942
2021-12-19,4585.56,1.43,70.72,1798.0333333333333,5.9325,0.27,871.0,280.0,101.0,490.0,0.0668899649157733,3.5,0.11631493506493505,59.0,34297.73046875,13539.2900390625,31.15999984741211,46853.86719,0.169576004,4.289000034333333,25154053861.0,3922.592529,153.0776367,1.3656199773333333,1.1273737350000002
2021-12-20,4568.02,1.48,68.61,1794.6,5.91,0.29,1181.0,407.0,136.0,638.0,0.0660276273112601,5.0,0.1201298701298701,59.36363636363637,34168.08984375,13542.1201171875,31.959999084472656,46707.0625,0.167321995,4.288000107,30961902129.0,3933.844482,152.6286774,1.366809964,1.124353528
2021-12-21,4649.23,1.46,71.12,1788.7,5.9825,0.28,1454.0,502.0,135.0,817.0,0.0820859584719626,5.0,0.0272727272727272,60.09090909090909,34160.78125,13352.7802734375,30.489999771118164,46886.07813,0.171175003,4.337999821,27055803928.0,4020.26001,154.9270935,1.367140055,1.127751708
2021-12-22,4696.56,1.5,72.76,1802.2,6.025,0.31,1102.0,369.0,137.0,596.0,0.0750387792876034,8.0,0.0637152777777777,60.81818181818182,34725.46875,13770.5703125,27.65999984741211,48937.09766,0.173214003,4.389500141,24447979559.0,3982.099609,155.4674988,1.363960028,1.128757358
2021-12-23,4725.79,1.495,73.79,1811.7,6.0575,0.315,1372.0,440.0,137.0,796.0,0.0761291058019595,9.0,0.0004629629629629,61.54545454545455,35131.859375,14239.8798828125,24.82999992370605,48626.34375,0.184489995,4.387000084,28223878108.0,4108.015625,163.4494934,1.362050056,1.132887721
2021-12-24,4742.139999999999,1.49,73.79,1810.975,6.0575,0.32,1047.0,344.0,96.0,607.0,0.0856023180302626,7.0,0.0286796536796536,62.27272727272727,35405.23828125,14346.0,21.959999084472656,50806.05078,0.186621994,4.40650010125,24367912228.0,4047.98291,161.4210358,1.358299971,1.132733703
2021-12-25,4758.49,1.4849999999999999,73.79,1810.25,6.0575,0.325,758.0,228.0,69.0,461.0,0.0813261165584007,1.0,0.0,62.63636363636364,35629.328125,14417.5498046875,22.09000015258789,50854.91797,0.190657005,4.4260001185,19030650914.0,4093.281006,157.7855988,1.3580933016666668,1.1326311033333334
2021-12-26,4774.84,1.48,73.79,1809.525,6.0575,0.33,856.0,265.0,75.0,517.0,0.0696420285265197,5.0,0.00576599326599325,63.0,35111.16015625,13878.8203125,24.350000381469727,50428.69141,0.190019995,4.445500135750001,20964372926.0,4067.328125,155.9923401,1.3578866323333334,1.1325285036666666
2021-12-27,4791.19,1.49,75.57,1808.8,6.1475,0.39,1062.0,374.0,130.0,559.0,0.0647670724729619,9.0,0.0115319865319865,61.705882352941174,35089.73828125,14098.009765625,23.21999931335449,50802.60938,0.187704995,4.465000153,24324345758.0,4037.547607,155.8812256,1.357679963,1.132425904
2021-12-28,4786.35,1.55,75.98,1810.9,6.0475,0.38,1113.0,376.0,126.0,612.0,0.0732530135445576,7.0,-0.0328373015873015,59.11764705882353,35091.12890625,14015.669921875,22.86000061035156,50679.85938,0.174116999,4.420000076,33430376883.0,3800.893066,145.8868713,1.356060028,1.133003235
2021-12-29,4793.06,1.52,76.56,1805.8,6.055,0.38,1165.0,403.0,145.0,619.0,0.066563746481775,8.0,0.0209517045454545,56.529411764705884,35462.78125,14194.4501953125,21.440000534057617,47623.87109,0.167765006,4.40199995,30049226299.0,3628.531738,145.512619,1.354069948,1.131477714
2021-12-30,4778.73,1.52,76.99,1814.1,5.96,0.39,1120.0,396.0,138.0,586.0,0.0806296071575049,7.0,0.0285714285714285,53.94117647058823,35768.05859375,14490.3701171875,19.959999084472656,46490.60547,0.171313003,4.384500027,26686491018.0,3713.852051,148.2860107,1.350800037,1.136015058
2021-12-31,4766.18,1.5566666666666666,75.21,1828.6,5.9325,0.39333333333333337,1081.0,396.0,100.0,586.0,0.0877759903452362,6.0,0.0787037037037037,51.35294117647059,35241.58984375,14185.6396484375,23.90999984741211,47169.37109,0.170496002,4.454999924,36974172400.0,3682.632813,146.51474,1.351909995,1.132502794
2022-01-01,4776.306666666667,1.5933333333333333,75.21,1819.1,5.9325,0.39666666666666667,923.0,352.0,108.0,463.0,0.0883199700524901,4.0,0.2416666666666666,48.76470588235294,34738.05859375,13791.150390625,27.36000061035156,46311.74609,0.173034996,4.4419999125,24582667004.0,3769.697021,150.6974335,1.351734996,1.1277337075
2022-01-02,4786.433333333333,1.63,75.21,1809.6,5.9325,0.4,1021.0,397.0,120.0,505.0,0.0831381968608138,57.0,0.1229883420672894,47.470588235294116,34566.171875,13790.919921875,28.32999992370605,47680.92578,0.142630994,4.428999901,20288500328.0,2792.117188,115.4020004,1.351559997,1.122964621
2022-01-03,4796.56,1.66,76.08,1800.1,5.8925,0.38,1552.0,659.0,144.0,749.0,0.1267342812786544,46.0,0.0906888763410502,46.17647058823529,34988.83984375,14139.759765625,25.700000762939453,47343.54297,0.133938,4.586500168,32479047645.0,2972.485107,112.5440445,1.35529995,1.121591806
