Date,Day,Movement0D,Movement1D,Movement1W,Movement1M,Movement3M,Movement6M,Movement9M,Movement12M,BitcoinDate,Bitcoin1D,Bitcoin1W,Bitcoin1M,Bitcoin3M,Bitcoin6M,Bitcoin9M,Bitcoin12M,BitcoinCloseDate,BitcoinClose1W,BitcoinClose1M,BitcoinClose3M,BitcoinClose6M,BitcoinClose9M,BitcoinClose12M,BitcoinVolumeDate,BitcoinVolume1W,BitcoinVolume1M,BitcoinVolume3M,BitcoinVolume6M,BitcoinVolume9M,BitcoinVolume12M,SPYDate,SPY1W,SPY1M,SPY3M,SPY6M,SPY9M,SPY12M,CLDate,CL1W,CL1M,CL3M,CL6M,CL9M,CL12M,CornDate,Corn1W,Corn1M,Corn3M,Corn6M,Corn9M,Corn12M,WheatDate,Wheat1W,Wheat1M,Wheat3M,Wheat6M,Wheat9M,Wheat12M,Soybeans,Soybeans1W,Soybeans1M,Soybeans3M,Soybeans6M,Soybeans9M,Soybeans12M,GoldDate,Gold1W,Gold1M,Gold3M,Gold6M,Gold9M,Gold12M,CopperDate,Copper1W,Copper1M,Copper3M,Copper6M,Copper9M,Copper12M,sgdusdDate,sgdusd1W,sgdusd1M,sgdusd3M,sgdusd6M,sgdusd9M,sgdusd12M,Sentiment,ETHDate,DOGEDate,LTCDate,UST1YDate,UST10YDate,EuroDate,All_Twitter_Posts,Positive_Tweets,Negative_Tweet,Neutral_Tweets,Tweet_Average_Sentiment,News_Article_Count,News_Sentiment,Crypto_Global_Ranking
21-10-2021,Thursday,1,1,1,1,1,1,1,1,66002.23438,64284.58594,56038.25781,43012.23438,32138.87305,56471.12891,32564.0293,11745.97461,62210.17188,57401.09766,40693.67578,32313.10547,53906.08984,30432.54688,11916.33496,45908121370,41684252783,48701090088,19555230518,54926612466,62576762015,30915821592,4532.240234,4358.009766,4374.450195,4361.27002,4128.419922,3836.830078,3439.379883,83.58000183,80.58000183,70.58999634,70.22000122,62.38999939,52.75999832,40.65000153,539,523,522,571.5,609.5,532.5,404.25,749.75,736,700.25,708.25,662.75,663.25,628.5,1243.25,1198.5,1263,1439.75,1475,1376,1055.75,1782,1760.800049,1762.199951,1793.599976,1783,1844.900024,1901.300049,4.586500168,4.453999996,4.135499954,4.320000172,4.252500057,3.571500063,3.140000105,0.744573891,0.736854494,0.739617646,0.733196914,0.752326548,0.754819512,0.736089706,-0.16,4054.322754,0.242391005,196.8691864,0.0013,0.0166,1.162533879,1752,659,202,892,0.086682511,1,0.076923077,76.41666667
22-10-2021,Friday,1,0,1,1,1,1,1,1,62237.89063,66002.23438,57372.83203,40677.95313,32305.95898,53857.10547,30441.04102,11913.07715,60692.26563,57321.52344,43574.50781,33581.55078,51762.27344,33466.09766,12823.68945,38434082775,36615791366,38139709246,22552046192,74798630778,76517157706,43414712626,4546.120117,4386.75,4367.430176,4381.200195,4170.459961,3755.75,3439.909912,82.61000061,80.58999634,70.84999847,71.70999908,61.11000061,52.65000153,41.22000122,533,512.25,517,564.75,624.25,533.25,408.25,743.75,718.75,689.5,688,673.75,655,634.5,1224,1196,1274.5,1418.25,1498.75,1371.75,1065,1787.099976,1792.199951,1776.699951,1800,1794.199951,1843.400024,1913.599976,4.550000191,4.610000134,4.142000198,4.357999802,4.284500122,3.551000118,3.195499897,0.742831707,0.741262317,0.739251256,0.735678196,0.752683282,0.751721501,0.737158716,-0.15,3970.181885,0.244221002,190.8222809,0.0013,0.0165,1.162902623,1378,514,152,712,0.08072712,1,0.061538462,82.25
23-10-2021,Saturday,0,0,1,1,1,1,1,1,61789.90235,64747.45313,57363.85547,41638.73438,33331.98307,53151.33984,31733.58464,12209.26335,61474.78516,58745.66537,44014.70443,34833.54557,51539.39974,33749.52735,12871.09017,35977692388,41670554844,36841160974,32042072865,78755309625,90344771804,40519728283,4548.643392,4407.063314,4380.536784,4390.660156,4159.899902,3763.18335,3439.439941,83.06666819,80.88666535,71.22333272,71.86666616,61.29000092,52.48333486,40.82666779,534.3333333,513.5833333,519.5,559.5833333,633.8333333,533.6666667,410.0833333,749.0833333,720.8333333,695.8333333,686.6666667,685.75,652.0833333,632.5,1222.25,1199.25,1277.166667,1413.833333,1510.5,1365.583333,1067.416667,1789.5,1792.966634,1773.399984,1800.833333,1791.499959,1842.933349,1917.166667,4.550500075,4.610166709,4.160500208,4.384166559,4.30400006,3.561166763,3.185833295,0.742519399,0.741436462,0.73905468,0.735445698,0.75260967,0.751966595,0.737341782,-0.133333333,4171.663574,0.251733005,196.3095093,0.0014,0.0165,1.163640112,821,305,93,423,0.075831014,1,0.046153846,88.08333333
24-10-2021,Sunday,0,0,1,1,1,1,1,1,61341.91406,63492.67188,57354.8789,42599.51563,34358.00716,52445.57422,33026.12826,12505.44954,62257.30469,60169.80729,44454.90104,36085.54037,51316.52604,34032.95703,12918.49088,33521302001,46725318323,35542612702,41532099539,82711988473,1.04172E+11,37624743941,4551.166666,4427.376627,4393.643392,4400.120117,4149.339844,3770.616699,3438.969971,83.52333578,81.18333435,71.59666697,72.02333323,61.47000122,52.3166682,40.43333435,535.6666667,514.9166667,522,554.4166667,643.4166667,534.0833333,411.9166667,754.4166667,722.9166667,702.1666667,685.3333333,697.75,649.1666667,630.5,1220.5,1202.5,1279.833333,1409.416667,1522.25,1359.416667,1069.833333,1791.900025,1793.733317,1770.100016,1801.666667,1788.799968,1842.466675,1920.733358,4.55099996,4.610333284,4.179000219,4.410333315,4.323499997,3.571333408,3.176166694,0.74220709,0.741610606,0.738858104,0.7352132,0.752536059,0.75221169,0.737524847,-0.116666667,4087.903076,0.277047992,190.9056854,0.0014,0.0164,1.164008856,946,365,111,471,0.082269701,1,0.038461538,91
25-10-2021,Monday,0,0,1,1,1,1,1,1,60893.92578,62237.89063,57345.90234,43560.29688,35384.03125,51739.80859,34318.67188,12801.63574,63039.82422,61593.94922,44895.09766,37337.53516,51093.65234,34316.38672,12965.8916,31064911614,51780081801,34244064430,51022126212,86668667320,1.18E+11,34729759598,4553.689941,4447.689941,4406.75,4409.580078,4138.779785,3778.050049,3438.5,83.98000336,81.48000336,71.97000122,72.18000031,61.65000153,52.15000153,40.04000092,537,516.25,524.5,549.25,653,534.5,413.75,759.75,725,708.5,684,709.75,646.25,628.5,1218.75,1205.75,1282.5,1405,1534,1353.25,1072.25,1794.300049,1794.5,1766.800049,1802.5,1786.099976,1842,1924.300049,4.551499844,4.610499859,4.197500229,4.436500072,4.342999935,3.581500053,3.166500092,0.741894782,0.741784751,0.738661528,0.734980702,0.752462447,0.752456784,0.737707913,-0.1,4217.876953,0.264706999,195.2995605,0.0014,0.0163,1.161170483,1313,478,140,697,0.085135449,1,0.030769231,91.75
26-10-2021,Tuesday,1,1,1,1,1,1,1,1,63032.76172,60893.92578,61548.80469,44894.30078,37276.03516,49077.79297,33114.57813,12971.54883,60363.79297,62026.07813,42839.75,39406.94141,54021.75391,33537.17578,12931.53906,34878965587,38055562075,42839345714,35097370560,58284039825,61400400660,28974975003,4578.689941,4463.720215,4438.040039,4416.379883,4185.029785,3731.169922,3464.899902,83.72000122,82.59999847,73.23999786,72.22000122,62.06000137,51.99000168,40.61000061,538,525.75,528.5,554,661,549,415,763,734,718.5,680.25,712.75,663.5,623,1236.25,1218,1283.25,1419.25,1548.75,1375,1071.25,1808.800049,1761.599976,1749.699951,1803.699951,1778,1866.599976,1899.900024,4.525499821,4.789500237,4.21750021,4.539999962,4.418000221,3.566499949,3.148499966,0.742373943,0.741592228,0.741674721,0.736550629,0.753437579,0.751659274,0.737028301,-0.07,4131.102051,0.255732,197.4688721,0.0012,0.0154,1.159823656,1381,503,143,737,0.083112309,1,0.015384615,93.25
27-10-2021,Wednesday,1,0,0,1,1,1,1,1,60352,63032.76172,62043.16406,43234.18359,39503.1875,54030.30469,33533.19922,13031.20117,58482.38672,64261.99219,42235.73047,39995.90625,55033.11719,35510.28906,13075.24805,43657076893,40471196346,30980029059,38702404695,49448222757,63088585433,29461458313,4580.220215,4497.339844,4442.120117,4402.950195,4188.25,3791.840088,3441.419922,84.38999939,82.37000275,74.19000244,71.90000153,61.97000122,53.47999954,39.68999863,542.5,532,524.75,554,688.5,549.75,419.25,750.5,736,723.5,675,737,655,632.75,1237.25,1220.5,1284,1422.75,1572.25,1366,1083.75,1791.5,1777.599976,1751.699951,1799.5,1780,1859.599976,1895.5,4.392499924,4.75,4.304500103,4.573500156,4.518499851,3.526499987,3.108500004,0.742307842,0.741432726,0.739060044,0.7356565,0.754375339,0.750919878,0.736512601,-0.06,3930.257324,0.237690002,179.3341217,0.0015,0.0157,1.160012007,1341,484,140,717,0.092314529,1,0,94.75
28-10-2021,Thursday,0,0,0,1,1,1,1,1,58470.73047,60352,64284.58594,42200.89844,39995.45313,55036.63672,35510.82031,13075.24219,60622.13672,65992.83594,41034.54297,40008.42188,54824.70313,37472.08984,13654.21875,45257083247,40788955582,30214940550,27167146027,48000572955,61166818159,33749878156,4562.839844,4524.419922,4419.540039,4403.589844,4185.140137,3840.27002,3403.149902,82.25,83.33999634,75.43000031,72.40000153,63.04000092,55.04999924,38.59000015,556.5,530,538.75,549.25,697.75,543.25,416.75,760,737,722,689.75,734.25,646.25,618.75,1238.5,1227.75,1286.75,1431.75,1545.25,1354.5,1086,1795.5,1774.599976,1739.599976,1806.599976,1768.199951,1834.800049,1904.599976,4.386499882,4.650000095,4.270500183,4.468500137,4.755000114,3.552000046,3.088000059,0.741564691,0.743715644,0.738437891,0.73716414,0.753698766,0.750914276,0.734818637,-0.03,4287.318848,0.300446987,189.9776306,0.0015,0.0155,1.168360829,1316,485,128,703,0.087933177,1,0.066666667,96.25
29-10-2021,Friday,0,1,0,1,1,1,1,1,60624.87109,58470.73047,66002.23438,41064.98438,40027.48438,54858.08984,37475.10547,13654.21484,62227.96484,62210.17188,41564.36328,42235.54688,53555.10938,36926.06641,13271.28516,36856881767,45908121370,30602359905,33072782960,46088929780,68838074392,35867318895,4572.870117,4532.240234,4362.410156,4395.120117,4206.140137,3836.659912,3342.47998,83.08999634,83.58000183,74.37999725,73.41000366,63.70000076,55.95999908,38.97000122,562.5,539,533.5,557,683.75,552,415,773.25,749.75,709.25,705,722.25,647.25,614.5,1230.25,1243.25,1276.25,1435,1549,1374,1081.75,1793.099976,1782,1732.400024,1828,1781,1832.199951,1870.900024,4.439499855,4.586500168,4.231500149,4.526000023,4.497499943,3.566999912,3.042000055,0.744269133,0.744573891,0.736881673,0.739131093,0.75522995,0.750807106,0.734424651,-0.03,4414.746582,0.287853003,196.3447113,0.0015,0.0156,1.167742445,1037,401,96,540,0.089312501,1,0.2,97.75
30-10-2021,Saturday,1,1,0,1,1,1,1,1,60856.73047,59188.77734,64747.45313,41227.07943,39987.41016,54428.28125,37293.91927,13526.57617,61820.11198,61704.20313,42306.54036,41224.34636,54953.46485,37332.14714,13326.81771,36621445459,43416775172,30782133912,30580277119,48191263848,65424738395,42744712463,4585.45345,4536.866862,4365.163411,4399.033366,4203.460124,3850.539958,3320.709961,83.17999776,83.25666809,74.51333109,73.57667033,64.09333292,56.12666575,38.44333394,564.3333333,537,535.3333333,553.75,690,550.8333333,410.3333333,773.6666667,747.75,709.9166667,704.6666667,728.5,643.0833333,612.9166667,1232.25,1236.833333,1278.166667,1429.75,1544,1372.916667,1074,1791.233317,1783.699992,1730.100016,1822.800008,1777.93335,1819.56665,1872.633341,4.411166509,4.574333509,4.216500123,4.515000026,4.495666663,3.569833278,3.050500075,0.743252218,0.743993163,0.736048281,0.738827348,0.754916648,0.749897202,0.733931224,-0.026666667,4325.650391,0.268344998,190.4823456,0.0015,0.0157,1.166505677,855,351,76,430,0.102368198,1,0.192756133,99.25
31-10-2021,Sunday,1,1,0,1,1,1,1,1,61088.58984,59906.82422,63492.67188,41389.17448,39947.33594,53998.47265,37112.73308,13398.9375,61412.25911,61198.23438,43048.71745,40213.14583,56351.82031,37738.22786,13382.35026,36386009151,40925428973,30961907918,28087771277,50293597917,62011402399,49622106030,4598.036784,4541.493489,4367.916667,4402.946614,4200.780111,3864.420003,3298.939941,83.26999919,82.93333435,74.64666494,73.74333699,64.48666509,56.29333241,37.91666667,566.1666667,535,537.1666667,550.5,696.25,549.6666667,405.6666667,774.0833333,745.75,710.5833333,704.3333333,734.75,638.9166667,611.3333333,1234.25,1230.416667,1280.083333,1424.5,1539,1371.833333,1066.25,1789.366659,1785.399984,1727.800008,1817.600016,1774.866699,1806.93335,1874.366659,4.382833163,4.56216685,4.201500098,4.504000028,4.493833383,3.572666645,3.059000094,0.742235303,0.743412435,0.735214889,0.738523602,0.754603346,0.748987297,0.733437796,-0.023333333,4288.074219,0.280243993,191.8163757,0.0015,0.0158,1.165887293,1116,416,86,616,0.103508215,2,0.185512266,100
01-11-2021,Monday,1,1,0,1,1,1,1,1,61320.44922,60624.87109,62237.89063,41551.26953,39907.26172,53568.66406,36931.54688,13271.29883,61004.40625,60692.26563,43790.89453,39201.94531,57750.17578,38144.30859,13437.88281,36150572843,38434082775,31141681925,25595265436,52395931985,58598066402,56499499598,4610.620117,4546.120117,4370.669922,4406.859863,4198.100098,3878.300049,3277.169922,83.36000061,82.61000061,74.77999878,73.91000366,64.87999725,56.45999908,37.38999939,568,533,539,547.25,702.5,548.5,401,774.5,743.75,711.25,704,741,634.75,609.75,1236.25,1224,1282,1419.25,1534,1370.75,1058.5,1787.5,1787.099976,1725.5,1812.400024,1771.800049,1794.300049,1876.099976,4.354499817,4.550000191,4.186500072,4.493000031,4.492000103,3.575500011,3.067500114,0.741218388,0.742831707,0.734381497,0.738219857,0.754290044,0.748077393,0.732944369,-0.02,4244.384795,0.277376875,191.0875334,0.0015,0.0156,1.165268909,1238,472,136,631,0.098592304,2,0.178268398,99.41666667
02-11-2021,Tuesday,0,0,1,1,1,1,1,1,60963.25391,61320.44922,60893.92578,43816.74219,39178.40234,56620.27344,38886.82813,13437.87402,63226.40234,63039.82422,48116.94141,38152.98047,57200.29297,46196.46484,13546.52246,37746665647,31064911614,42850641582,26189830450,51713139031,1.01E+11,30581485201,4613.339844,4553.689941,4317.160156,4392.740234,4191.97998,3892.590088,3293.590088,83.87000275,83.98000336,75.12000275,71.51999664,63.63999939,57.06000137,36.06999969,578.25,537,536.75,555.75,740,548.75,397.25,798.5,759.75,725,727.5,753.25,643,602,1236.5,1218.75,1255,1409,1579,1368.75,1051,1790.5,1794.300049,1754.300049,1812.300049,1788.5,1816.300049,1862.800049,4.356999874,4.551499844,4.150000095,4.423999786,4.497499943,3.647500038,3.042999983,0.741894782,0.741894782,0.736252308,0.739158392,0.751698852,0.75000751,0.731882215,-0.03,4157.005946,0.27164264,189.6298487,0.0017,0.016,1.164032141,1376,494,123,759,0.087583005,3,0.163780664,98.25
03-11-2021,Wednesday,1,1,1,1,1,1,1,1,63254.33594,60963.25391,63032.76172,48208.90625,38213.33203,57214.17969,46184.99219,13737.03223,62970.04688,60363.79297,49112.90234,39747.50391,53333.53906,46481.10547,13550.48926,36124731509,34878965587,33383173002,25372562724,68564706967,91809846886,30771455468,4630.649902,4578.689941,4348.839844,4415.950195,4179.040039,3910.48999,3296.199951,83.06999969,83.72000122,75.90000153,70.31999969,64.52999878,58.11000061,35.24000168,572,538,540,550.5,732,565,396,790.5,763,752.25,724.25,731.25,657.75,593.25,1242.25,1236.25,1242.75,1390.25,1571,1391,1053.5,1768,1808.800049,1764.5,1809.300049,1788.199951,1841.900024,1872.900024,4.37349987,4.525499821,4.239999771,4.332499981,4.520500183,3.707999945,3.063499928,0.741729736,0.742373943,0.737517476,0.740252674,0.752332211,0.750266373,0.731218636,-0.02,4069.627097,0.265908405,188.172164,0.0014,0.0153,1.162795373,1277,464,151,662,0.075136919,4,0.149292929,97.08333333
